Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000191_6', scoreWithDeNovo=2125, scoreWithNoDenovo=3190, delta=1065)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000558_1', scoreWithDeNovo=761, scoreWithNoDenovo=1471, delta=710)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000027_7', scoreWithDeNovo=750, scoreWithNoDenovo=1404, delta=654)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00004551_4', scoreWithDeNovo=167, scoreWithNoDenovo=790, delta=623)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003150', scoreWithDeNovo=253, scoreWithNoDenovo=778, delta=525)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003295_10', scoreWithDeNovo=2560, scoreWithNoDenovo=3083, delta=523)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000061_6', scoreWithDeNovo=234, scoreWithNoDenovo=699, delta=465)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003175', scoreWithDeNovo=337, scoreWithNoDenovo=763, delta=426)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002805', scoreWithDeNovo=192, scoreWithNoDenovo=578, delta=386)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000193_4', scoreWithDeNovo=438, scoreWithNoDenovo=786, delta=348)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000032_5', scoreWithDeNovo=892, scoreWithNoDenovo=1228, delta=336)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000184_2', scoreWithDeNovo=576, scoreWithNoDenovo=910, delta=334)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000691_2', scoreWithDeNovo=234, scoreWithNoDenovo=540, delta=306)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000573_2', scoreWithDeNovo=34, scoreWithNoDenovo=322, delta=288)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000024_14', scoreWithDeNovo=232, scoreWithNoDenovo=518, delta=286)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000165_8', scoreWithDeNovo=214, scoreWithNoDenovo=492, delta=278)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001424', scoreWithDeNovo=1210, scoreWithNoDenovo=1486, delta=276)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000630_2', scoreWithDeNovo=112, scoreWithNoDenovo=386, delta=274)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000291_2', scoreWithDeNovo=1670, scoreWithNoDenovo=1926, delta=256)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000781_3', scoreWithDeNovo=260, scoreWithNoDenovo=514, delta=254)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000315_2_p2', scoreWithDeNovo=227, scoreWithNoDenovo=444, delta=217)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001048_2', scoreWithDeNovo=730, scoreWithNoDenovo=945, delta=215)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000073_5', scoreWithDeNovo=383, scoreWithNoDenovo=596, delta=213)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002396', scoreWithDeNovo=1523, scoreWithNoDenovo=1722, delta=199)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000984', scoreWithDeNovo=2422, scoreWithNoDenovo=2620, delta=198)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000565_2', scoreWithDeNovo=1336, scoreWithNoDenovo=1528, delta=192)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000292_4', scoreWithDeNovo=456, scoreWithNoDenovo=642, delta=186)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003120_r1_r1_1_p2', scoreWithDeNovo=221, scoreWithNoDenovo=406, delta=185)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000735_2', scoreWithDeNovo=823, scoreWithNoDenovo=1003, delta=180)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002487', scoreWithDeNovo=2288, scoreWithNoDenovo=2465, delta=177)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002240', scoreWithDeNovo=248, scoreWithNoDenovo=424, delta=176)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003812_6', scoreWithDeNovo=358, scoreWithNoDenovo=533, delta=175)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000487_1', scoreWithDeNovo=58, scoreWithNoDenovo=222, delta=164)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000103_3', scoreWithDeNovo=506, scoreWithNoDenovo=668, delta=162)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000016_41', scoreWithDeNovo=353, scoreWithNoDenovo=509, delta=156)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002765', scoreWithDeNovo=303, scoreWithNoDenovo=458, delta=155)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000795_r1_r1_1', scoreWithDeNovo=241, scoreWithNoDenovo=390, delta=149)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_5176', scoreWithDeNovo=0, scoreWithNoDenovo=149, delta=149)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002969', scoreWithDeNovo=256, scoreWithNoDenovo=401, delta=145)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000215_3', scoreWithDeNovo=296, scoreWithNoDenovo=439, delta=143)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000736_5', scoreWithDeNovo=61, scoreWithNoDenovo=204, delta=143)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_3206', scoreWithDeNovo=119, scoreWithNoDenovo=261, delta=142)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003741_7', scoreWithDeNovo=66, scoreWithNoDenovo=208, delta=142)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000174_7', scoreWithDeNovo=128, scoreWithNoDenovo=266, delta=138)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003412', scoreWithDeNovo=157, scoreWithNoDenovo=290, delta=133)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000617_2', scoreWithDeNovo=168, scoreWithNoDenovo=300, delta=132)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_4184', scoreWithDeNovo=0, scoreWithNoDenovo=130, delta=130)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000180_1', scoreWithDeNovo=538, scoreWithNoDenovo=666, delta=128)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002721', scoreWithDeNovo=312, scoreWithNoDenovo=438, delta=126)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002914', scoreWithDeNovo=1210, scoreWithNoDenovo=1336, delta=126)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003758_6', scoreWithDeNovo=174, scoreWithNoDenovo=300, delta=126)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000008_6', scoreWithDeNovo=215, scoreWithNoDenovo=340, delta=125)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001891', scoreWithDeNovo=975, scoreWithNoDenovo=1097, delta=122)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000162_5', scoreWithDeNovo=313, scoreWithNoDenovo=435, delta=122)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000191_4', scoreWithDeNovo=397, scoreWithNoDenovo=518, delta=121)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003212', scoreWithDeNovo=36, scoreWithNoDenovo=156, delta=120)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000695_7', scoreWithDeNovo=14, scoreWithNoDenovo=134, delta=120)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001268', scoreWithDeNovo=1087, scoreWithNoDenovo=1206, delta=119)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000201_4', scoreWithDeNovo=488, scoreWithNoDenovo=607, delta=119)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003203_7', scoreWithDeNovo=142, scoreWithNoDenovo=260, delta=118)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002249', scoreWithDeNovo=2872, scoreWithNoDenovo=2987, delta=115)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000131_2', scoreWithDeNovo=532, scoreWithNoDenovo=646, delta=114)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000220_5', scoreWithDeNovo=979, scoreWithNoDenovo=1093, delta=114)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000629_1', scoreWithDeNovo=315, scoreWithNoDenovo=428, delta=113)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002946_2', scoreWithDeNovo=110, scoreWithNoDenovo=222, delta=112)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000226_10', scoreWithDeNovo=678, scoreWithNoDenovo=790, delta=112)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000529_3', scoreWithDeNovo=319, scoreWithNoDenovo=430, delta=111)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000872_2', scoreWithDeNovo=279, scoreWithNoDenovo=390, delta=111)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_3878', scoreWithDeNovo=72, scoreWithNoDenovo=182, delta=110)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000692_4', scoreWithDeNovo=343, scoreWithNoDenovo=453, delta=110)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000213_3', scoreWithDeNovo=354, scoreWithNoDenovo=464, delta=110)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000706_1', scoreWithDeNovo=0, scoreWithNoDenovo=110, delta=110)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002982', scoreWithDeNovo=679, scoreWithNoDenovo=787, delta=108)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002987', scoreWithDeNovo=1465, scoreWithNoDenovo=1572, delta=107)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001416_2', scoreWithDeNovo=787, scoreWithNoDenovo=893, delta=106)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_803', scoreWithDeNovo=27, scoreWithNoDenovo=129, delta=102)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003472_r1_1', scoreWithDeNovo=118, scoreWithNoDenovo=220, delta=102)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_1124', scoreWithDeNovo=0, scoreWithNoDenovo=102, delta=102)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000269_5_p2', scoreWithDeNovo=118, scoreWithNoDenovo=218, delta=100)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000580_2', scoreWithDeNovo=157, scoreWithNoDenovo=256, delta=99)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000092_7', scoreWithDeNovo=475, scoreWithNoDenovo=574, delta=99)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000379_3', scoreWithDeNovo=1556, scoreWithNoDenovo=1654, delta=98)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002884_2', scoreWithDeNovo=662, scoreWithNoDenovo=760, delta=98)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000536_1', scoreWithDeNovo=94, scoreWithNoDenovo=190, delta=96)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003167_2', scoreWithDeNovo=174, scoreWithNoDenovo=270, delta=96)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002936', scoreWithDeNovo=974, scoreWithNoDenovo=1069, delta=95)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000214_5', scoreWithDeNovo=568, scoreWithNoDenovo=662, delta=94)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002866', scoreWithDeNovo=214, scoreWithNoDenovo=308, delta=94)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000952_2', scoreWithDeNovo=287, scoreWithNoDenovo=379, delta=92)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002820_2', scoreWithDeNovo=993, scoreWithNoDenovo=1085, delta=92)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000625_5', scoreWithDeNovo=1174, scoreWithNoDenovo=1262, delta=88)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000024_9', scoreWithDeNovo=194, scoreWithNoDenovo=281, delta=87)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000781_5', scoreWithDeNovo=305, scoreWithNoDenovo=390, delta=85)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_5378', scoreWithDeNovo=0, scoreWithNoDenovo=85, delta=85)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000247_2', scoreWithDeNovo=162, scoreWithNoDenovo=246, delta=84)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003216', scoreWithDeNovo=331, scoreWithNoDenovo=413, delta=82)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002864_2', scoreWithDeNovo=38, scoreWithNoDenovo=117, delta=79)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002691', scoreWithDeNovo=912, scoreWithNoDenovo=991, delta=79)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000126_2', scoreWithDeNovo=173, scoreWithNoDenovo=250, delta=77)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003012', scoreWithDeNovo=908, scoreWithNoDenovo=984, delta=76)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003219', scoreWithDeNovo=114, scoreWithNoDenovo=190, delta=76)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000479_2', scoreWithDeNovo=2534, scoreWithNoDenovo=2610, delta=76)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000625_4', scoreWithDeNovo=454, scoreWithNoDenovo=530, delta=76)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002495', scoreWithDeNovo=1480, scoreWithNoDenovo=1556, delta=76)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_946', scoreWithDeNovo=118, scoreWithNoDenovo=194, delta=76)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001782', scoreWithDeNovo=556, scoreWithNoDenovo=631, delta=75)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000071_3', scoreWithDeNovo=83, scoreWithNoDenovo=158, delta=75)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_2971', scoreWithDeNovo=0, scoreWithNoDenovo=74, delta=74)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000304_2', scoreWithDeNovo=1334, scoreWithNoDenovo=1407, delta=73)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00003456', scoreWithDeNovo=160, scoreWithNoDenovo=232, delta=72)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000010_17', scoreWithDeNovo=708, scoreWithNoDenovo=780, delta=72)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000121_16', scoreWithDeNovo=165, scoreWithNoDenovo=236, delta=71)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000168_2', scoreWithDeNovo=60, scoreWithNoDenovo=130, delta=70)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002928', scoreWithDeNovo=765, scoreWithNoDenovo=834, delta=69)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000939', scoreWithDeNovo=282, scoreWithNoDenovo=351, delta=69)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000283_15', scoreWithDeNovo=27, scoreWithNoDenovo=96, delta=69)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001229', scoreWithDeNovo=356, scoreWithNoDenovo=424, delta=68)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000499_4', scoreWithDeNovo=310, scoreWithNoDenovo=377, delta=67)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000866_2', scoreWithDeNovo=212, scoreWithNoDenovo=278, delta=66)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_4383', scoreWithDeNovo=0, scoreWithNoDenovo=66, delta=66)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00001169_2', scoreWithDeNovo=1767, scoreWithNoDenovo=1832, delta=65)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_4440', scoreWithDeNovo=58, scoreWithNoDenovo=123, delta=65)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000641_2', scoreWithDeNovo=124, scoreWithNoDenovo=188, delta=64)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_7855', scoreWithDeNovo=84, scoreWithNoDenovo=148, delta=64)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002199', scoreWithDeNovo=773, scoreWithNoDenovo=837, delta=64)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000136_3', scoreWithDeNovo=584, scoreWithNoDenovo=648, delta=64)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000785_2', scoreWithDeNovo=595, scoreWithNoDenovo=659, delta=64)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000137_4', scoreWithDeNovo=42, scoreWithNoDenovo=106, delta=64)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000500_2', scoreWithDeNovo=429, scoreWithNoDenovo=492, delta=63)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002029', scoreWithDeNovo=295, scoreWithNoDenovo=358, delta=63)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000531_2', scoreWithDeNovo=764, scoreWithNoDenovo=827, delta=63)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002471', scoreWithDeNovo=278, scoreWithNoDenovo=341, delta=63)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_4386', scoreWithDeNovo=53, scoreWithNoDenovo=116, delta=63)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000328_2', scoreWithDeNovo=171, scoreWithNoDenovo=232, delta=61)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000604_4', scoreWithDeNovo=855, scoreWithNoDenovo=916, delta=61)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000148_1', scoreWithDeNovo=1116, scoreWithNoDenovo=1177, delta=61)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00002431', scoreWithDeNovo=991, scoreWithNoDenovo=1052, delta=61)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000346_2', scoreWithDeNovo=875, scoreWithNoDenovo=936, delta=61)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='Cluster_305', scoreWithDeNovo=29, scoreWithNoDenovo=90, delta=61)
Gene_scoreWithDeNovo_scoreNoDeNovo(gene='GC00000117_3', scoreWithDeNovo=1489, scoreWithNoDenovo=1549, delta=60)
